CompanyName,Website,LinkedIn,Sub Industry,Country,Employees
Sherman's,http://www.shermansnow.com/,http://www.linkedin.com/company/shermansnow,Retail,United States,270
Sklepy Komfort S.A.,http://www.komfort.pl/,http://www.linkedin.com/company/komfort,Retail,Poland,610
Spotlight Ltd,http://www.spotlightstores.com/,http://www.linkedin.com/company/spotlightstores,Retail,Australia,7‚-500
Squire's Garden Centres,http://www.squiresgardencentres.co.uk/,http://www.linkedin.com/company/squire's-garden-centres,Retail,United Kingdom,290
Studio Retail Limited,http://www.studio.co.uk/,http://www.linkedin.com/company/studio-retail-limited,Retail,United Kingdom,320
Tanguay,http://www.tanguay.ca/,http://www.linkedin.com/company/tanguay,Retail,Canada,1‚-300
Target,http://www.target.com/,http://www.linkedin.com/company/target,Retail,United States,440‚-000
"Tesco Stores Cr, a.s.",http://www.itesco.cz/,http://www.linkedin.com/company/tesco-czech-republic,Retail,Czech Republic,1‚-500
The Brick,http://www.thebrick.com/,http://www.linkedin.com/company/the-brick,Retail,Canada,5‚-300
The Container Store,http://www.containerstore.com/,http://www.linkedin.com/company/the-container-store,Retail,United States,2‚-000
The Home Depot,http://www.homedepot.com/,http://www.linkedin.com/company/the-home-depot,Retail,United States,470‚-000
The Range,http://www.therange.co.uk/,http://www.linkedin.com/company/the-range,Retail,United Kingdom,15‚-000
Trévi,http://www.trevi.com/,http://www.linkedin.com/company/tr-vi,Retail,Canada,560
Tradepoint UK,https://www.trade-point.co.uk/,https://www.linkedin.com/company/tradepoint-uk,Retail,United Kingdom,"1,001√¢¬Ä¬î5,000"
Truffaut,http://www.truffaut.com/,http://www.linkedin.com/company/truffaut,Retail,France,2‚-900
Tuesday Morning,http://www.tuesdaymorning.com/,http://www.linkedin.com/company/tuesday-morning,Retail,United States,1‚-700
Veepee,http://www.veepee.fr/,http://www.linkedin.com/company/veepee,Retail,France,5‚-800
vidaXL,http://www.vidaxl.com/,http://www.linkedin.com/company/woger-trading-b.v.,Retail,Netherlands,1‚-100
Viking Direct,https://www.viking-direct.co.uk/,https://www.linkedin.com/company/vikinguk,Retail,United Kingdom,
Virgin Megastore,https://www.virginmegastore.ae/,https://www.facebook.com/virginmena/,Retail,United Kingdom,"501√¢¬Ä¬î1,000"
W.B. Mason Company Inc.,http://www.wbmason.com/,http://www.linkedin.com/company/wb-mason,Retail,United States,5‚-000
Walmart,http://www.walmart.com/,http://www.linkedin.com/company/walmart,Retail,United States,2.1M
Weldom,http://www.weldom.fr/,http://www.linkedin.com/company/weldom,Retail,France,1‚-600
Westlake Ace Hardware,http://www.westlakehardware.com/,http://www.linkedin.com/company/westlake-hardware,Retail,United States,830
Wickes,http://www.wickes.co.uk/,http://www.linkedin.com/company/wickes,Retail,United Kingdom,6‚-700
Woodie's,https://www.woodies.ie/,https://www.facebook.com/WoodiesIE,Retail,Ireland,"1,001√¢¬Ä¬î5,000"
Woolworths Supermarkets,http://www.woolworths.com.au/,http://www.linkedin.com/company/woolworths-supermarkets,Retail,Australia,25‚-000
World Market,http://www.worldmarket.com/,http://www.linkedin.com/company/cost-plus-world-market,Retail,United States,4‚-000
4MURS,http://www.4murs.com/,http://www.linkedin.com/company/4murs,Decor,France,220
Aeg,https://www.aeg.fr/,https://www.facebook.com/AEG,Kitchen & Bath,France,
Alessi,http://www.alessi.com/,http://www.linkedin.com/company/alessi,Decor,Italy,350
Ardmore Home ,https://www.ardmore-design.com/pages/home-collections?srsltid=AfmBOorsG4WKI-E1NoH1ygGNuC1zWwwXrxIPyfQSqvkKCtjIDfKdUNNn,https://www.linkedin.com/company/ardmore-home-design-inc/,Decor,United States,200-500
Arredo3,http://www.arredo3.it/,http://www.linkedin.com/company/arredo3,Kitchen & Bath,Italy,320
Ballingsl√∂v AB,http://www.ballingslov.se/,http://www.linkedin.com/company/ballingsl%c3%b6v-ab,Kitchen & Bath,Sweden,240
Beacon Lighting,http://www.beaconlighting.com.au/,http://www.linkedin.com/company/beacon-lighting,Lighting,Australia,1‚-200
Bed Bath N' Table,http://www.bedbathntable.com.au/,http://www.linkedin.com/company/bed-bath-n-table,Decor,Australia,610
Bertch Cabinets,http://www.bertch.com/,http://www.linkedin.com/company/bertch-cabinets,Kitchen & Bath,United States,720
Bouchara,http://www.bouchara.com/,http://www.linkedin.com/company/bouchara,Decor,France,210
burgbad AG,http://www.burgbad.de/,http://www.linkedin.com/company/burgbad-gmbh,Kitchen & Bath,Germany,700
Butlers GmbH & Co. KG,https://www.butlers.com/,https://www.linkedin.com/company/butlers-gmbh-&-co-kg,Decor,Germany,"501√¢¬Ä¬î1,000"
Cabinets to Go,http://www.cabinetstogo.com/,http://www.linkedin.com/company/cabinets-to-go,Kitchen & Bath,United States,400
Cath Kidston,http://www.cathkidston.hk/,http://www.linkedin.com/company/cath-kidston,Decor,United Kingdom,220
City Plumbing,http://www.cityplumbing.co.uk/,http://www.linkedin.com/company/cityplumbing,Kitchen & Bath,United Kingdom,2‚-600
DEGHI,http://www.deghi.it/,http://www.linkedin.com/company/deghi,Kitchen & Bath,Italy,450
Delta Faucet Company,https://www.deltafaucet.com/,https://www.linkedin.com/company/delta-faucet-company/,Kitchen & Bath,United States,
Dille & Kamille,http://www.dille-kamille.nl/,http://www.linkedin.com/company/dilleenkamille,Decor,Netherlands,350
Easy Bathrooms,http://www.easybathrooms.com/,http://www.linkedin.com/company/easy-bathrooms,Kitchen & Bath,United Kingdom,410
Espace Aubade,http://www.espace-aubade.fr/,http://www.linkedin.com/company/espace-aubade,Kitchen & Bath,France,3‚-000
Ferguson,http://www.ferguson.com/,http://www.linkedin.com/company/ferguson-official,Kitchen & Bath,United States,21‚-000
Flos,http://www.flos.com/,http://www.linkedin.com/company/flos,Lighting,Italy,730
Frette,http://www.frette.com/,http://www.linkedin.com/company/frette,Decor,Italy,430
Ge Appliance,https://geappliances.ca/,https://www.linkedin.com/company/geappliancescanada,Kitchen & Bath,Canada,
Harrison Spinks,https://www.harrisonspinks.com/na/,https://www.linkedin.com/company/harrison-spinks/,Bedding,United Kingdom,700
Harry Corry,https://www.harrycorry.com/,https://www.linkedin.com/company/harry-corry-limited,Decor,United Kingdom,"501√¢¬Ä¬î1,000"
Hemtex AB,http://www.hemtex.se/,http://www.linkedin.com/company/hemtex-ab,Decor,Sweden,660
home&you S.A.,http://www.home-you.com/,http://www.linkedin.com/company/home-you,Decor,Poland,240
Illums Bolighus,http://www.illumsbolighus.dk/,http://www.linkedin.com/company/illums-bolighus,Decor,Denmark,310
Joy,http://www.joythestore.com/,http://www.linkedin.com/company/joy_3,Decor,United Kingdom,780
Kid Interi√∏r,http://www.kid.no/,http://www.linkedin.com/company/kid-interi%c3%b8r,Decor,Norway,300
Kludi GmbH & Co. KG,https://kludi.com/,https://www.linkedin.com/company/kludigroup,Kitchen & Bath,Germany,
Kohler,https://www.kohler.com/en,https://www.linkedin.com/company/kohler/,Kitchen & Bath,United States,"> 10,000"
Kravet,http://www.kravet.com/,http://www.linkedin.com/company/kravet,Decor,United States,610
Kremmerhuset,http://www.kremmerhuset.no/,http://www.linkedin.com/company/kremmerhuset-ting-&-s%c3%a5nt,Decor,Norway,680
Kvik A/S,http://www.kvik.com/,http://www.linkedin.com/company/kvik-as,Kitchen & Bath,Denmark,580
Lagerhaus AB,http://www.lagerhaus.se/,http://www.linkedin.com/company/lagerhaus-ab,Decor,Sweden,370
Lampehuset,http://www.lampehuset.no/,http://www.linkedin.com/company/lampehuset,Lighting,Norway,350
Lamps Plus,http://www.lampsplus.com/,http://www.linkedin.com/company/lamps-plus,Lighting,United States,740
Lampus Plus,https://www.lampsplus.com/,https://www.linkedin.com/company/lamps-plus/,Lighting,United States,"1,000-5,000"
Laura Ashley,http://www.lauraashleyusa.com/,http://www.linkedin.com/company/lauraashleyuk,Decor,United Kingdom,800
Les Jardins,http://www.lesjardins.com/,http://www.linkedin.com/company/les-jardins%c2%ae,Lighting,France,490
Linen Chest,http://www.linenchest.com/,http://www.linkedin.com/company/linen-chest,Decor,Canada,670
Louis Poulsen,http://www.louispoulsen.com/,http://www.linkedin.com/company/louis-poulsen-lighting,Lighting,Denmark,510
MacKenzie-Childs LLC,http://www.mackenzie-childs.com/,http://www.linkedin.com/company/mackenzie-childs-llc,Decor,United States,260
Madura Home Decoration,http://www.madura.com/,http://www.linkedin.com/company/madura,Decor,France,240
Maillard Espace Aubade,http://www.maillard.fr/,http://www.linkedin.com/company/maillard-espace-aubade,Kitchen & Bath,France,230
Moen,https://www.moen.com/,https://www.linkedin.com/company/moen-incorporated/,Kitchen & Bath,United States,"1,000-5,000"
Mud Pie LLC.,http://www.mudpie.com/,http://www.linkedin.com/company/mud-pie-llc,Decor,United States,250
Nanu-Nana,http://www.nanu-nana.de/,http://www.linkedin.com/company/nanu-nana,Decor,Germany,390
Nordic Nest Group,http://www.nordicnest.com/,http://www.linkedin.com/company/scandinavian-design-center,Decor,Sweden,380
Nourison Home,https://www.nourison.com/,https://www.linkedin.com/company/nourison/,Lighting,United States,"500-1,000"
Online Home Shop,http://www.onlinehomeshop.com/,http://www.linkedin.com/company/online-home-shop,Decor,United Kingdom,680
Pillow Talk Australia,http://www.pillowtalk.com.au/,http://www.linkedin.com/company/pillow-talk-australia,Decor,Australia,300
Poggenpohl,http://www.poggenpohl.com/,http://www.linkedin.com/company/poggenpohl,Kitchen & Bath,Germany,290
Porcelanosa,http://www.porcelanosa.com/,http://www.linkedin.com/company/porcelanosa,Kitchen & Bath,Spain,4‚-000
Prm - Paula Rosa Manhattan,http://www.prmf.co.uk/,http://www.linkedin.com/company/prmkitchens,Kitchen & Bath,United Kingdom,240
Provincial Home Living,http://www.provincialhomeliving.com.au/,http://www.linkedin.com/company/provincial-home-living,Decor,Australia,370
Santos,http://www.santos.es/,http://www.linkedin.com/company/santos,Kitchen & Bath,Spain,400
Scavolini S.P.A.,http://www.scavolini.com/,http://www.linkedin.com/company/grupo-malasa,Kitchen & Bath,Italy,610
Serta Simmons ,https://www.sertasimmons.com/,https://www.linkedin.com/company/serta-simmons-bedding-llc/,Bedding,United States,"1,000-5,000"
Snaidero Cucine,http://www.snaidero.com/,http://www.linkedin.com/company/snaidero-cucine,Kitchen & Bath,Italy,210
Sostrene Grene,http://www.sostrenegrene.com/,http://www.linkedin.com/company/sostrene-grenes-import-a-s,Decor,Denmark,1‚-800
Sur la Table,http://www.surlatable.com/,http://www.linkedin.com/company/sur-la-table,Kitchen & Bath,United States,1‚-600
Svane K√∏kkenet,http://www.svane.com,http://www.linkedin.com/company/svane-kokkenet,Kitchen & Bath,Denmark,340
Svedbergs,http://www.svedbergs.se/,http://www.linkedin.com/company/svedbergs,Kitchen & Bath,Sweden,550
Tcm Group A/S,http://www.tcmgroup.dk/,http://www.linkedin.com/company/tcmgroup,Kitchen & Bath,Denmark,490
The Kellogg Collection,http://www.kelloggcollection.com/,http://www.linkedin.com/company/the-kellogg-collection,Decor,United States,340
The White Company,http://www.thewhitecompany.com/,http://www.linkedin.com/company/the-white-company,Decor,United Kingdom,2‚-000
Visual Comfort & Co.,http://www.visualcomfort.com/,http://www.linkedin.com/company/visual-comfort-&-co,Lighting,United States,1‚-400
Visual Comfort & Co. (Formerly Circa Lighting),http://www.cir.ca/,http://www.linkedin.com/company/visual-comfort,Lighting,United States,1‚-200
Voltex,http://www.voltex.fr/,http://www.linkedin.com/company/voltex,Lighting,France,300
Waterworks,http://www.waterworks.com/,http://www.linkedin.com/company/waterworks,Kitchen & Bath,United States,900
